SK_ID_CURR,TARGET
100001,0.029417173842232597
100005,0.13799383910367774
100013,0.017783374623519824
100028,0.0298925362656108
100038,0.13554722054611787
100042,0.07342781650935676
100057,0.010259615234848547
100065,0.02653858315965289
100066,0.013988494705574513
100067,0.07466708644054862
100074,0.04627217328741851
100090,0.02607045665519394
100091,0.18939440993137738
100092,0.06844442004423203
100106,0.052248048911133084
100107,0.22756776686889033
100109,0.05907444068211465
100117,0.022834780924328262
100128,0.13427825629462553
100141,0.031254712199410534
100150,0.014556186611175182
100168,0.010225654237072892
100169,0.03996790236666883
100170,0.1261420049997943
100171,0.04512914894885465
100172,0.11309234593456133
100184,0.09188591723479111
100187,0.05815745768611586
100212,0.0337545994284908
100222,0.049417391162815336
100223,0.026465872440958053
100232,0.010996725023114018
100241,0.17608349404456752
100245,0.013136835552123242
100253,0.02113436518167657
100256,0.07507298868277806
100271,0.00710116870599084
100278,0.3794820365399923
100280,0.013649725643415057
100306,0.11699678180686769
100311,0.08878811739566435
100312,0.038290437588774213
100330,0.16771543249553486
100331,0.028096812866501744
100352,0.11503951243005017
100358,0.10197889798128254
100367,0.03740926367734668
100382,0.14064017841804707
100384,0.08531267685712614
100385,0.08971628844631907
100386,0.024534742638626206
100399,0.03659208697785049
100404,0.027503792687328114
100416,0.01652456250838779
100422,0.029632534321499912
100426,0.021971374475623025
100438,0.04460302410413183
100444,0.22043906869076507
100445,0.149899664360609
100446,0.0658962169951281
100447,0.034711182852109966
100450,0.10887392138414459
100466,0.02738799873686612
100483,0.024006424010574918
100484,0.02581886222986753
100494,0.09524829105530143
100510,0.11474286250770747
100512,0.015361798315967274
100517,0.04793163588484073
100548,0.020525897751463983
100551,0.032301609999782877
100552,0.10059479670594217
100553,0.016142724792671818
100561,0.14242723988274908
100568,0.45830998420877
100569,0.02348740907632855
100591,0.07652074694507426
100592,0.03619376954633329
100602,0.042158916412448996
100607,0.07946085321743268
100613,0.058676820620698844
100617,0.1197150220012238
100618,0.09625458100733865
100622,0.06611272097608806
100625,0.17425218431013728
100677,0.13814260436735334
100699,0.05081932251608022
100702,0.34488368904274846
100711,0.022943236858439214
100729,0.10507875102496013
100740,0.17203535341495244
100744,0.09851399541645586
100745,0.053842242908964756
100747,0.070497214901831
100751,0.39048416237721467
100752,0.049891198811741734
100753,0.14251311112955017
100754,0.2597195828571176
100760,0.024566118761254724
100762,0.10708294946177242
100763,0.02681358837425086
100765,0.02073082871472899
100770,0.08679847743968333
100772,0.017842940273391523
100777,0.026199461285456426
100791,0.013971452552322496
100792,0.010401117005013913
100797,0.024382798674475292
100823,0.032987190111185914
100826,0.03912456114854578
100830,0.04675779284639636
100836,0.18020825931826343
100872,0.08452448007041971
100910,0.0495122185474648
100913,0.056746320685171193
100918,0.015242266656088821
100931,0.01456563496979149
100952,0.03585243923984036
100953,0.020838181920472036
100965,0.15154952272672237
100970,0.012690667148750362
100982,0.11619850273677142
100983,0.21990190796647077
100984,0.06696294921134113
100987,0.06214940334438346
100997,0.03737935225354288
100998,0.19698070385848213
101002,0.02175564168633984
101005,0.1424252223385716
101008,0.4141648290435914
101020,0.043625757152298016
101021,0.07482088139159321
101024,0.03887746185471195
101025,0.17812743362582545
101026,0.026502748106236897
101031,0.024432387949396638
101041,0.015210638673246983
101051,0.005854872033901008
101055,0.09727075314556874
101056,0.2753400520690028
101057,0.03140967724732785
101064,0.021395620495460805
101079,0.08908014291288648
101087,0.018468013465658045
101090,0.038175394742687295
101092,0.08677977160339163
101097,0.19668866518301703
101099,0.022603819918339454
101107,0.11376217981713607
101118,0.05513245998534579
101125,0.08225875881036507
101126,0.012742567189610941
101128,0.01567052598556756
101136,0.04097441500961329
101140,0.1954031601776423
101149,0.08335945234097641
101160,0.11832880469989984
101169,0.15535572573369172
101181,0.04763189226247024
101186,0.011806677953206127
101190,0.03096064479806119
101193,0.09708898323365293
101194,0.15101551510270345
101198,0.20146046461695363
101200,0.03445969277456847
101204,0.028907499360973362
101211,0.08742247318665639
101213,0.04995340281380033
101223,0.03133748794438002
101225,0.12010602043368591
101237,0.04091919815983534
101243,0.0748417772487792
101244,0.09234406164175935
101258,0.029816707940238812
101259,0.11261507027706127
101268,0.12557884544985184
101269,0.041562831552341244
101271,0.03884370563489311
101279,0.04366575791025951
101281,0.15279617515771626
101287,0.07499001027071307
101292,0.032469930122020346
101294,0.04203973787891522
101296,0.10405680956713279
101297,0.024736571264540527
101299,0.042282599740024546
101301,0.056522419513873684
101305,0.10208082557377177
101308,0.20208884248916006
101318,0.011422873318893747
101327,0.18407016111125027
101329,0.011747380422629794
101332,0.058466649886957045
101337,0.029538208797665826
101343,0.015589995809581841
101345,0.013754011901563293
101346,0.018168990920322304
101353,0.02034907496939452
101354,0.17227346846811234
101355,0.2013554390024084
101356,0.027303674411290776
101362,0.10865881803971719
101363,0.42081333764586776
101365,0.013262565504426074
101366,0.051530094894020766
101367,0.13709113003894585
101368,0.014228514162996976
101374,0.09251806447745496
101380,0.02444028888523712
101383,0.055955078042693125
101398,0.01858161709118409
101399,0.21928485908045428
101401,0.1737242835490931
101412,0.056111994233661054
101426,0.054041013757541764
101427,0.39594219716278417
101428,0.1571066946123176
101429,0.21856889946420335
101434,0.025354859525222685
101440,0.1205005911669071
101448,0.08872401395038566
101449,0.06064167828535448
101465,0.09905309340797103
101467,0.03185013197058344
101472,0.05381844228590779
101478,0.19513099249768825
101497,0.07489008731727799
101504,0.05674505480092023
101547,0.017557511188660863
101548,0.08754527939287204
101555,0.0997179452559104
101570,0.013153431411034462
101572,0.025936003438230937
101578,0.04364324150066364
101580,0.10250930904007043
101588,0.1312950506504091
101602,0.07374297896086683
101610,0.2013625701273066
101614,0.03814364528497607
101616,0.023885486496852428
101643,0.11349106110550868
101644,0.029779457523347205
101649,0.06089857745359136
101650,0.050503596248710474
101665,0.017226571843119806
101667,0.05788431828688389
101669,0.06694063013105461
101674,0.06820718733715803
101675,0.012191996113333664
101678,0.0569216735283313
101682,0.029515563847028088
101686,0.048500015700674644
101697,0.32772360925036975
101700,0.4244733335240205
101711,0.03207398279670586
101714,0.03262733574315625
101715,0.2067088152398099
101728,0.02069364355138403
101732,0.103998664054637
101757,0.10531919054777222
101758,0.04623385674030909
101759,0.05037038230899147
101762,0.01423686037086265
101764,0.05190252570172161
101780,0.2516297524674721
101784,0.011913318422073183
101789,0.022230678471145838
101816,0.06012670733528872
101819,0.05701982085605741
101827,0.0103302400878639
101863,0.09096243248652837
101867,0.027585217866729503
101870,0.020887175779330552
101873,0.2609569998564755
101878,0.07397193704739194
101879,0.07829369162191542
101880,0.03589648678244869
101887,0.03887429342260219
101897,0.019284219862928637
101901,0.10669364979370637
101903,0.20933574896054585
101920,0.028752287933771024
101921,0.018814205270913407
101922,0.06498854542649354
101961,0.10736267185649476
101962,0.02933299576466618
101971,0.07878205844061663
101976,0.36059546043558566
102002,0.09263348541730568
102005,0.024308847358559458
102007,0.3487240426904118
102017,0.023795076117301025
102019,0.12307222216458137
102029,0.012506574995096604
102051,0.3330554793925175
102052,0.006284493618668544
102054,0.02060909798003644
102062,0.038533880384497364
102067,0.24832926311869918
102068,0.08327485135606798
102070,0.05547261820371525
102090,0.07219985516293978
102092,0.03290831536368726
102099,0.0658673341804331
102100,0.022314072225515662
102112,0.1055118536541963
102113,0.02758154804970667
102122,0.1430878002573002
102123,0.0434499116425303
102125,0.03510774351644387
102126,0.14923182557548892
102146,0.02973854557592409
102147,0.06971164978319665
102151,0.06392303420227959
102158,0.20579171149458447
102159,0.027096489759829593
102162,0.06388383614157393
102165,0.0352594670093542
102166,0.01809768845481255
102174,0.02036909224966975
102193,0.15229438523475147
102198,0.030716046708216108
102205,0.1391633031271232
102206,0.008455705161098722
102218,0.021486080471896794
102221,0.019373956681999364
102230,0.06824023499748559
102238,0.03534904012842014
102248,0.0471133800158307
102252,0.13959152666573868
102259,0.06181427480684888
102262,0.13515790114018317
102273,0.06779772859407972
102286,0.1647890412985969
102293,0.010629715595818814
102294,0.019813143481585912
102296,0.06526474606099718
102298,0.047160472330656074
102303,0.017942380057261224
102309,0.0281130297944753
102315,0.03566395220910123
102340,0.05071775659910934
102342,0.07691733021433805
102344,0.03925227877585084
102346,0.08459245766887724
102347,0.016225190202677497
102374,0.10657370774284336
102380,0.0348776005979734
102387,0.017254069647274245
102393,0.04632434837783691
102403,0.01380048120757361
102413,0.030961272860153145
102414,0.010780628055720807
102415,0.03398477800678268
102416,0.1021648073070459
102439,0.030831215327887903
102441,0.03997107993052566
102443,0.014103550028901587
102444,0.07072500307975141
102445,0.14492158869127847
102448,0.03824047452240302
102449,0.06891289013574035
102450,0.21441697670691537
102456,0.022627839409408816
102458,0.09012888280022409
102459,0.056067199711764604
102465,0.021093539154895376
102470,0.15043985583199684
102471,0.02677064593052531
102475,0.029153983332250662
102476,0.17173905494965816
102506,0.04839995169422325
102509,0.023403733690476873
102519,0.024927370729034178
102522,0.03156105828540083
102545,0.028168353371342218
102549,0.03031350497339274
102562,0.007746193188663958
102563,0.014637239163428722
102568,0.11951619133355952
102582,0.045703966039936816
102592,0.026861474498576954
102597,0.07120312096209867
102605,0.026993935282005905
102614,0.02070596245559325
102617,0.12140977013791103
102634,0.0355784106545435
102652,0.031015257641017598
102655,0.019562320694434875
102671,0.0802508019679687
102694,0.22855217894347354
102701,0.04044760418245566
102703,0.014379093581438285
102704,0.014979114585240209
102713,0.013852460817842806
102720,0.13249235339664628
102731,0.014764750040079499
102733,0.029859999503101513
102749,0.02382335045736468
102755,0.1095173671333213
102763,0.008686232486348115
102770,0.04584960623080852
102772,0.037375511000955534
102799,0.09922746459239698
102838,0.014389134572859676
102854,0.013723865514185848
102862,0.2247910552151022
102863,0.02460150409514928
102867,0.00922383338820316
102868,0.00896055995113866
102878,0.0687652816673702
102887,0.029835687720945008
102898,0.4646650853498726
102904,0.07043284833485669
102912,0.062247194036508274
102919,0.04699576250777542
102927,0.04776938521935398
102932,0.038637000633854876
102933,0.1008923435029346
102935,0.012423223075233993
102958,0.04861548054963895
102969,0.22870846396884129
102971,0.020579127309753656
102975,0.05269753693558712
102979,0.033578694004783506
102982,0.02001419395838137
102987,0.355568910403046
102989,0.03458630348775979
102995,0.04921572138499336
102996,0.02420105418272471
103000,0.036441795507660926
103001,0.09447680368124141
103004,0.02187666809748514
